filename,width,height,class,xmin,ymin,xmax,ymax
7310.png,1280,720,"(Sonstiges, blau)",643,368,660,386
7310.png,1280,720,"(Sonstiges, blau)",436,381,474,387
7311.png,1920,1080,"(Sonstiges, rot/weiss)",463,645,556,778
7311.png,1920,1080,"(Sonstiges, blau)",459,530,563,633
7311.png,1920,1080,"(Sonstiges, blau)",1614,597,1637,623
7311.png,1920,1080,Zusatzschild,1613,624,1638,637
7312.png,1920,1080,"(Sonstiges, blau)",396,616,435,656
7312.png,1920,1080,"(Sonstiges, rot/blau)",1410,464,1449,502
7312.png,1920,1080,Vorfahrt,1157,530,1181,553
7313.png,1920,1080,Ende saemtlicher Streckenverbote,1093,549,1124,580
7314.png,1280,720,"100 km/h, Beginn - Hoechstgeschwindigkeit",299,334,326,360
7314.png,1280,720,"100 km/h, Beginn - Hoechstgeschwindigkeit",717,338,744,364
7315.png,1920,1080,Ende saemtlicher Streckenverbote,1498,224,1655,359
7316.png,1920,1080,"(Sonstiges, gelb)",1014,509,1093,574
7316.png,1920,1080,"(Sonstiges, gelb)",767,586,792,596
7317.png,1920,1080,"(Sonstiges, gelb)",1032,691,1062,735
7317.png,1920,1080,"(Sonstiges, gelb)",1032,644,1150,683
7317.png,1920,1080,"(Sonstiges, gelb)",1032,594,1153,650
7317.png,1920,1080,Zusatzschild,1032,674,1063,689
7318.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1332,383,1429,469
7319.png,1920,1080,Ende saemtlicher Streckenverbote,1251,443,1323,507
7322.png,1280,720,"(Sonstiges, blau)",631,343,679,391
7323.png,1920,1080,"(Sonstiges, gelb)",1033,490,1151,572
7324.png,1920,1080,Zusatzschild,1310,529,1353,553
7324.png,1920,1080,"(Sonstiges, rot/weiss)",1309,480,1352,521
7324.png,1920,1080,"(Sonstiges, rot/weiss)",1351,537,1375,561
7324.png,1920,1080,Zusatzschild,1349,566,1374,591
7325.png,1920,1080,Vorfahrt,1016,592,1042,615
7326.png,1920,1080,Vorfahrt,1685,321,1870,502
7327.png,1920,1080,Kurve (links),897,702,912,714
7331.png,1920,1080,"(Sonstiges, blau)",1086,473,1225,633
7333.png,1920,1080,"50 km/h, Beginn - Hoechstgeschwindigkeit",1638,558,1675,590
7333.png,1920,1080,"(Sonstiges, rot/weiss)",1442,624,1458,651
7333.png,1920,1080,"(Sonstiges, blau)",1438,604,1460,625
7337.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",1022,519,1051,547
7337.png,1920,1080,Vorfahrt,983,593,995,604
7338.png,1920,1080,"(Sonstiges, rot/blau)",1565,342,1630,402
7339.png,1280,720,noch ... km,841,256,889,283
7339.png,1280,720,Gefahrenzeichen,828,199,897,254
7340.png,1280,720,Gefahrenzeichen,154,304,217,358
7340.png,1280,720,Gefahrenzeichen,826,310,895,362
7340.png,1280,720,Zusatzschild,841,363,880,385
7340.png,1280,720,Zusatzschild,163,360,207,382
7341.png,1920,1080,Zusatzschild,1000,622,1017,632
7341.png,1920,1080,Gefahrenzeichen,999,606,1019,623
7342.png,1920,1080,Zusatzschild,1359,500,1397,533
7342.png,1920,1080,Zusatzschild,1356,479,1395,499
7342.png,1920,1080,Zusatzschild,1354,454,1394,475
7342.png,1920,1080,"(Sonstiges, blau)",1364,432,1385,452
7342.png,1920,1080,Zusatzschild,1853,477,1916,510
7342.png,1920,1080,"(Sonstiges, rot/blau)",1846,425,1909,483
7344.png,1920,1080,Zusatzschild,609,469,673,501
7344.png,1920,1080,Gefahrenzeichen,602,395,685,468
7346.png,1920,1080,"(Sonstiges, weiss)",685,660,707,686
7347.png,1920,1080,"(Sonstiges, blau)",1244,525,1268,548
7348.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",374,500,427,545
7348.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1128,475,1180,522
7349.png,1920,1080,noch ... km,1495,410,1597,468
7349.png,1920,1080,Gefahrenzeichen,1470,281,1620,404
7350.png,1280,720,Ortsausgangsschild,470,320,495,339
7350.png,1280,720,"(Sonstiges, gelb)",711,324,748,337
7350.png,1280,720,"(Sonstiges, gelb)",605,329,625,342
7350.png,1280,720,"(Sonstiges, gelb)",588,335,593,343
7351.png,1920,1080,"(Sonstiges, rot/blau)",1727,252,1860,364
7351.png,1920,1080,"(Sonstiges, weiss)",1138,475,1234,505
7351.png,1920,1080,"(Sonstiges, gruen)",1079,497,1144,512
7352.png,1280,720,Vorfahrt,1146,101,1266,213
7353.png,1280,720,Vorfahrt,776,182,850,253
7353.png,1280,720,"(Sonstiges, blau)",796,337,824,349
7354.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",689,526,722,554
7354.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1220,529,1254,562
7355.png,1920,1080,"(Sonstiges, gelb)",1029,558,1097,607
7356.png,1920,1080,Zusatzschild,948,671,968,682
7356.png,1920,1080,"(Sonstiges, rot/weiss)",942,641,973,668
7356.png,1920,1080,"(Sonstiges, blau)",913,651,1006,709
7358.png,1280,720,"(Sonstiges, blau)",1185,379,1262,411
7358.png,1280,720,"(Sonstiges, blau)",634,388,657,417
7359.png,1920,1080,"(Sonstiges, gelb)",1090,524,1177,609
7360.png,1920,1080,Ortsausgangsschild,780,696,806,712
7361.png,1920,1080,"(Sonstiges, blau)",1696,330,1798,418
7361.png,1920,1080,Vorfahrt,606,557,618,568
7361.png,1920,1080,"(Sonstiges, gelb)",609,551,616,556
7361.png,1920,1080,"(Sonstiges, weiss)",1000,560,1012,573
7361.png,1920,1080,"(Sonstiges, rot/blau)",863,581,871,589
7361.png,1920,1080,"(Sonstiges, blau)",863,571,872,582
7362.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1536,271,1685,413
7363.png,1920,1080,Vorfahrt,945,668,961,686
7364.png,1920,1080,Ortsausgangsschild,775,631,792,642
7365.png,1920,1080,"(Sonstiges, rot/blau)",1347,499,1385,535
7366.png,1920,1080,"(Sonstiges, rot/weiss)",682,623,711,669
7366.png,1920,1080,"(Sonstiges, blau)",674,586,713,622
7366.png,1920,1080,Zusatzschild,309,596,343,613
7366.png,1920,1080,"(Sonstiges, blau)",309,563,336,596
7367.png,1920,1080,Kurve (links),1020,645,1064,683
7368.png,1920,1080,"(Sonstiges, gelb)",995,489,1056,610
7369.png,1920,1080,Zusatzschild,1276,602,1337,635
7369.png,1920,1080,Zusatzschild,1273,568,1339,603
7369.png,1920,1080,"(Sonstiges, rot/weiss)",1273,505,1337,566
7370.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",499,550,533,584
7370.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1069,540,1104,573
7370.png,1920,1080,"(Sonstiges, gelb)",1376,81,1904,473
7371.png,1920,1080,Ortsausgangsschild,467,686,489,701
7371.png,1920,1080,Vorfahrt,698,683,716,701
7373.png,1280,720,"(Sonstiges, blau)",673,345,731,385
7374.png,1920,1080,Vorfahrt,1202,566,1236,600
7374.png,1920,1080,"(Sonstiges, gelb)",1429,550,1547,584
7374.png,1920,1080,"(Sonstiges, weiss)",678,521,706,554
7375.png,1920,1080,"Kraftfahrstrasse, Beginn",1406,419,1505,501
7376.png,1920,1080,"Spielstrasse, Ende",1617,449,1712,518
7376.png,1920,1080,"(Sonstiges, blau)",1399,524,1429,554
7376.png,1920,1080,"(Sonstiges, rot/blau)",1239,520,1266,549
7376.png,1920,1080,"(Sonstiges, blau)",615,449,679,509
7377.png,1280,720,"Fussgaengerueberweg (Gefahrenzeichen)",1122,71,1250,181
7377.png,1280,720,"(Sonstiges, blau)",566,353,578,363
7377.png,1280,720,"(Sonstiges, blau)",642,383,651,393
7378.png,1920,1080,Vorfahrt,974,557,999,581
7378.png,1920,1080,"(Sonstiges, rot/blau)",957,581,970,594
7378.png,1920,1080,"(Sonstiges, rot/blau)",944,583,955,595
7379.png,1280,720,"(Sonstiges, gelb)",898,166,1118,331
7379.png,1280,720,Vorfahrt,633,373,652,391
7380.png,1920,1080,Zusatzschild,44,619,87,650
7380.png,1920,1080,"(Sonstiges, blau)",48,581,89,619
7381.png,1920,1080,Vorfahrt,1156,459,1224,522
7382.png,1280,720,"80 km/h, Beginn - Hoechstgeschwindigkeit",670,385,681,396
7382.png,1280,720,"(Sonstiges, blau)",648,368,689,411
7384.png,1280,720,Vorfahrt,533,304,552,323
7385.png,1280,720,"(Sonstiges, gelb)",942,138,1151,258
7385.png,1280,720,Vorfahrt,555,332,565,341
7385.png,1280,720,"(Sonstiges, braun)",719,338,737,346
7385.png,1280,720,"(Sonstiges, weiss)",1052,341,1086,352
7388.png,1920,1080,"(Sonstiges, blau)",1003,627,1036,659
7388.png,1920,1080,Vorfahrt,938,704,950,716
7388.png,1920,1080,"(Sonstiges, blau)",783,727,792,736
7388.png,1920,1080,"(Sonstiges, weiss)",1081,689,1129,711
7388.png,1920,1080,"(Sonstiges, weiss)",972,665,1038,685
7388.png,1920,1080,"(Sonstiges, weiss)",971,683,1038,705
7388.png,1920,1080,"(Sonstiges, weiss)",983,700,993,717
7388.png,1920,1080,"(Sonstiges, weiss)",298,627,323,661
7389.png,1920,1080,"Kraftfahrstrasse, Beginn",1455,347,1541,431
7389.png,1920,1080,in ... m,1450,436,1539,486
7389.png,1920,1080,"(Sonstiges, gelb)",1005,577,1035,598
7390.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",481,536,515,569
7390.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1080,541,1115,576
7391.png,1920,1080,"50 km/h, Beginn - Hoechstgeschwindigkeit",787,563,805,579
7391.png,1920,1080,"50 km/h, Beginn - Hoechstgeschwindigkeit",1020,555,1038,571
7391.png,1920,1080,"(Sonstiges, blau)",1105,555,1119,569
7392.png,1920,1080,"Kraftfahrstrasse, Beginn",928,510,985,568
7394.png,1920,1080,"(Sonstiges, weiss)",706,456,787,526
7394.png,1920,1080,"(Sonstiges, gelb)",794,457,907,524
7394.png,1920,1080,"(Sonstiges, gelb)",945,454,1009,522
7394.png,1920,1080,"(Sonstiges, gelb)",857,561,918,592
7394.png,1920,1080,Vorfahrt,932,584,941,595
7395.png,1920,1080,Vorfahrt,1418,440,1475,498
7395.png,1920,1080,"(Sonstiges, blau)",1430,501,1473,545
7395.png,1920,1080,"(Sonstiges, gelb)",785,561,825,578
7395.png,1920,1080,"(Sonstiges, gelb)",841,559,888,578
7396.png,1920,1080,"(Sonstiges, rot/blau)",1372,486,1409,521
7397.png,1920,1080,"(Sonstiges, blau)",1109,443,1126,469
7397.png,1920,1080,"(Sonstiges, gelb)",1027,469,1126,570
7397.png,1920,1080,Gefahrenzeichen,966,561,981,575
7397.png,1920,1080,"(Sonstiges, rot/weiss)",967,575,980,587
7398.png,1920,1080,"(Sonstiges, rot/weiss)",1379,540,1462,618
7398.png,1920,1080,Gefahrenzeichen,1358,439,1476,535
7399.png,1920,1080,"50 km/h, Beginn - Hoechstgeschwindigkeit",1253,448,1311,500
7399.png,1920,1080,"(Sonstiges, gelb)",1200,412,1334,545
7400.png,1280,720,"(Sonstiges, rot/blau)",671,350,689,368
7401.png,1920,1080,"(Sonstiges, gelb)",971,682,996,713
7402.png,1280,720,Zusatzschild,892,316,919,337
7402.png,1280,720,Zusatzschild,880,288,905,301
7402.png,1280,720,Zusatzschild,905,286,930,298
7402.png,1280,720,"(Sonstiges, blau)",898,300,912,316
7402.png,1280,720,"(Sonstiges, rot/blau)",879,264,904,285
7402.png,1280,720,"(Sonstiges, rot/blau)",906,261,927,284
7403.png,1920,1080,"(Sonstiges, rot/weiss)",1064,690,1084,710
7403.png,1920,1080,"(Sonstiges, rot/weiss)",656,677,678,698
7403.png,1920,1080,"(Sonstiges, rot/weiss)",632,721,650,749
7403.png,1920,1080,"(Sonstiges, blau)",633,700,655,720
7404.png,1920,1080,Vorfahrt,1140,588,1196,644
7404.png,1920,1080,"(Sonstiges, blau)",532,618,555,639
7404.png,1920,1080,"(Sonstiges, blau)",605,559,627,580
7404.png,1920,1080,"(Sonstiges, blau)",740,563,764,587
7404.png,1920,1080,"(Sonstiges, blau)",838,647,862,669
7405.png,1280,720,Vorfahrt,617,386,626,396
7406.png,1280,720,"80 km/h, Beginn - Hoechstgeschwindigkeit",1065,273,1164,367
7406.png,1280,720,Gefahrenzeichen,1032,144,1182,272
7406.png,1280,720,"(Sonstiges, blau)",604,343,654,376
7406.png,1280,720,"(Sonstiges, blau)",1146,224,1240,397
7407.png,1280,720,"(Sonstiges, rot/weiss)",325,309,374,351
7407.png,1280,720,"(Sonstiges, rot/weiss)",736,307,782,349
7407.png,1280,720,"(Sonstiges, gelb)",527,332,599,353
7407.png,1280,720,"(Sonstiges, gelb)",527,356,600,376
7408.png,1920,1080,"(Sonstiges, gelb)",706,281,902,389
7408.png,1920,1080,"(Sonstiges, blau)",995,278,1087,385
7408.png,1920,1080,Kurve (rechts),1067,576,1089,595
7410.png,1920,1080,"50 km/h, Beginn - Hoechstgeschwindigkeit",1574,316,1703,436
7410.png,1920,1080,"(Sonstiges, gelb)",1106,460,1276,594
7411.png,1920,1080,Ortseingangsschild,1244,496,1319,542
7411.png,1920,1080,Ortseingangsschild,361,508,424,548
7412.png,1920,1080,"(Sonstiges, rot/weiss)",1120,568,1187,624
7413.png,1280,720,Ortsausgangsschild,59,225,130,276
7414.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",364,472,400,509
7414.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",1128,481,1165,515
7415.png,1920,1080,"(Sonstiges, weiss)",1585,197,1817,523
7416.png,1920,1080,"(Sonstiges, gelb)",878,475,1037,670
7419.png,1920,1080,"(Sonstiges, rot/weiss)",821,559,868,628
7419.png,1920,1080,"(Sonstiges, blau)",815,508,870,556
7420.png,1920,1080,"(Sonstiges, rot/weiss)",1092,569,1128,605
7420.png,1920,1080,Zusatzschild,1094,608,1127,628
7420.png,1920,1080,in ... km,1094,633,1130,652
7420.png,1920,1080,"(Sonstiges, weiss)",1368,708,1400,716
7420.png,1920,1080,Vorfahrt,904,690,915,700
7421.png,1920,1080,Vorfahrt,297,459,348,503
7421.png,1920,1080,Vorfahrt,1181,447,1229,491
7422.png,1280,720,Ortseingangsschild,728,292,764,315
7423.png,1920,1080,Vorfahrt,1563,33,1700,163
7423.png,1920,1080,"(Sonstiges, blau)",1578,166,1681,266
7423.png,1920,1080,"30 km/h, Beginn - Hoechstgeschwindigkeit",967,559,983,573
7423.png,1920,1080,Zusatzschild,967,575,983,584
7423.png,1920,1080,Zusatzschild,967,585,983,592
7424.png,1280,720,"100 km/h, Beginn - Hoechstgeschwindigkeit",297,345,325,371
7424.png,1280,720,"100 km/h, Beginn - Hoechstgeschwindigkeit",749,352,777,380
7425.png,1920,1080,"(Sonstiges, blau)",191,591,243,638
7425.png,1920,1080,"(Sonstiges, rot/weiss)",194,640,237,703
7425.png,1920,1080,Vorfahrt,400,475,430,500
7425.png,1920,1080,Vorfahrt,1396,507,1424,535
7425.png,1920,1080,"(Sonstiges, gelb)",1395,475,1419,507
7425.png,1920,1080,"(Sonstiges, rot/blau)",1064,565,1082,585
7426.png,1920,1080,"(Sonstiges, gelb)",978,504,1045,573
7427.png,1920,1080,Zusatzschild,1043,563,1058,572
7427.png,1920,1080,"(Sonstiges, rot/weiss)",1034,537,1064,565
7428.png,1920,1080,Kurve (links),960,668,994,700
7429.png,1920,1080,"(Sonstiges, gelb)",967,636,1020,695
7429.png,1920,1080,Vorfahrt,890,688,900,698
7431.png,1280,720,"Autobahn, Beginn",784,314,824,354
7431.png,1280,720,"(Sonstiges, blau)",632,344,739,385
7431.png,1280,720,Zusatzschild,409,404,424,414
7431.png,1280,720,"(Sonstiges, rot/weiss)",409,390,424,404
7435.png,1920,1080,"80 km/h, Beginn - Hoechstgeschwindigkeit",1250,472,1309,529
7437.png,1920,1080,"(Sonstiges, rot/weiss)",1175,525,1227,578
7438.png,1920,1080,"(Sonstiges, blau)",930,657,954,680
7438.png,1920,1080,Vorfahrt,926,624,959,658
7439.png,1920,1080,"(Sonstiges, blau)",1118,699,1138,718
7439.png,1920,1080,"(Sonstiges, gelb)",908,710,926,732
7440.png,1920,1080,"(Sonstiges, blau)",1118,427,1141,465
7440.png,1920,1080,"(Sonstiges, gelb)",1037,467,1145,576
7441.png,1920,1080,"(Sonstiges, gelb)",985,488,1068,566
7441.png,1920,1080,"(Sonstiges, gelb)",859,554,876,583
7441.png,1920,1080,"(Sonstiges, gelb)",761,579,795,597
7441.png,1920,1080,"(Sonstiges, blau)",987,453,1012,489
7442.png,1920,1080,Vorfahrt,898,678,909,692
7442.png,1920,1080,"(Sonstiges, weiss)",1090,530,1290,594
7442.png,1920,1080,"(Sonstiges, weiss)",1092,587,1293,650
7443.png,1920,1080,Vorfahrt,1102,532,1136,566
7444.png,1920,1080,"70 km/h, Ende - Hoechstgeschwindigkeit",1102,573,1135,606
7445.png,1920,1080,Vorfahrt,1721,370,1855,505
7445.png,1920,1080,"(Sonstiges, gelb)",1203,364,1439,508
7446.png,1920,1080,"80 km/h, Beginn - Hoechstgeschwindigkeit",257,486,340,550
7446.png,1920,1080,"80 km/h, Beginn - Hoechstgeschwindigkeit",1173,483,1233,535
7447.png,1920,1080,"(Sonstiges, blau)",22,429,198,601
7447.png,1920,1080,"(Sonstiges, rot/weiss)",1,598,168,821
7447.png,1920,1080,Vorfahrt,997,559,1039,601
7448.png,1920,1080,"(Sonstiges, blau)",465,532,548,599
7448.png,1920,1080,"(Sonstiges, rot/weiss)",474,600,549,685
7448.png,1920,1080,"(Sonstiges, rot/weiss)",826,592,841,631
7448.png,1920,1080,"(Sonstiges, rot/weiss)",866,593,883,631
7448.png,1920,1080,"(Sonstiges, rot/weiss)",943,581,959,630
7449.png,1920,1080,Vorfahrt,1186,468,1226,507
7449.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",876,542,890,555
7449.png,1920,1080,"(Sonstiges, blau)",877,555,889,566
7449.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",676,550,692,565
7450.png,1920,1080,"(Sonstiges, blau)",1085,482,1213,649
7450.png,1920,1080,"(Sonstiges, blau)",1097,449,1118,482
7451.png,1280,720,Gefahrenzeichen,688,301,709,319
7452.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1718,116,1871,245
7453.png,1920,1080,"130 km/h, Beginn - Hoechstgeschwindigkeit",303,518,369,581
7453.png,1920,1080,"130 km/h, Beginn - Hoechstgeschwindigkeit",1538,490,1607,561
7454.png,1920,1080,"(Sonstiges, rot/blau)",1470,498,1498,528
7455.png,1280,720,"(Sonstiges, blau)",787,272,812,298
7456.png,1920,1080,"(Sonstiges, gelb)",1270,297,1476,605
7456.png,1920,1080,"(Sonstiges, gelb)",935,595,958,629
7456.png,1920,1080,"(Sonstiges, weiss)",937,582,962,593
7456.png,1920,1080,"(Sonstiges, gelb)",743,603,778,614
7456.png,1920,1080,Vorfahrt,652,597,663,608
7457.png,1920,1080,Ortsausgangsschild,276,568,352,622
7457.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1052,599,1092,641
7458.png,1920,1080,"(Sonstiges, weiss)",782,563,814,608
7458.png,1920,1080,"(Sonstiges, weiss)",1212,565,1239,605
7458.png,1920,1080,Vorfahrt,1158,554,1175,570
7458.png,1920,1080,"(Sonstiges, rot/blau)",1279,548,1297,565
7458.png,1920,1080,"(Sonstiges, rot/blau)",1279,530,1298,549
7459.png,1920,1080,"(Sonstiges, weiss)",876,694,900,724
7459.png,1920,1080,"(Sonstiges, blau)",860,694,877,717
7460.png,1920,1080,"(Sonstiges, blau)",856,618,885,646
7460.png,1920,1080,"(Sonstiges, blau)",983,692,1008,719
7460.png,1920,1080,"(Sonstiges, rot/blau)",965,721,983,740
7461.png,1280,720,"(Sonstiges, rot/blau)",876,301,910,332
7461.png,1280,720,"(Sonstiges, rot/blau)",962,317,995,348
7461.png,1280,720,"(Sonstiges, blau)",962,271,997,316
7461.png,1280,720,auf ... m,877,350,908,368
7461.png,1280,720,Zusatzschild,876,332,909,352
7461.png,1280,720,Zusatzschild,964,348,995,366
7461.png,1280,720,Zusatzschild,964,366,995,386
7462.png,1920,1080,"(Sonstiges, blau)",1046,497,1057,506
7462.png,1920,1080,"(Sonstiges, blau)",1047,505,1059,515
7462.png,1920,1080,"(Sonstiges, blau)",1047,517,1060,532
7462.png,1920,1080,"(Sonstiges, gelb)",1047,531,1125,605
7463.png,1920,1080,"(Sonstiges, blau)",231,654,273,697
7464.png,1920,1080,"(Sonstiges, rot/blau)",1586,396,1660,473
7465.png,1920,1080,"(Sonstiges, gelb)",1096,463,1205,550
7466.png,1920,1080,"(Sonstiges, gruen)",1681,421,1858,466
7467.png,1920,1080,"70 km/h, Beginn - Hoechstgeschwindigkeit",1365,391,1470,479
7467.png,1920,1080,"(Sonstiges, gelb)",1008,564,1061,597
7468.png,1920,1080,"(Sonstiges, rot/blau)",1524,355,1561,392
7468.png,1920,1080,Zusatzschild,1524,392,1563,415
7468.png,1920,1080,"(Sonstiges, rot/blau)",1524,415,1566,445
7468.png,1920,1080,Zusatzschild,1526,445,1565,465
7468.png,1920,1080,Vorfahrt,1401,431,1440,464
7469.png,1920,1080,Vorfahrt,1203,479,1276,548
7470.png,1280,720,"(Sonstiges, weiss)",1013,202,1189,258
7470.png,1280,720,"(Sonstiges, rot/blau)",801,349,815,363
7470.png,1280,720,Zusatzschild,801,364,815,371
7471.png,1280,720,Gefahrenzeichen,678,314,700,335
7471.png,1280,720,auf ... km,680,335,700,345
7472.png,1920,1080,"(Sonstiges, blau)",331,678,424,758
7472.png,1920,1080,"(Sonstiges, weiss)",1347,523,1419,565
7472.png,1920,1080,"(Sonstiges, gelb)",796,625,862,694
7473.png,1920,1080,"30er-Zone, Beginn",913,379,1040,503
7474.png,1280,720,"(Sonstiges, blau)",643,337,655,351
7474.png,1280,720,"(Sonstiges, blau)",703,371,716,383
7474.png,1280,720,"(Sonstiges, blau)",564,374,575,386
7475.png,1920,1080,"(Sonstiges, rot/blau)",186,511,233,553
7475.png,1920,1080,Zusatzschild,181,553,231,576
7477.png,1920,1080,"(Sonstiges, blau)",989,606,1158,723
7477.png,1920,1080,Ortsausgangsschild,981,700,1018,721
7477.png,1920,1080,Zusatzschild,984,687,1010,702
7477.png,1920,1080,"(Sonstiges, blau)",1182,745,1237,764
7477.png,1920,1080,"(Sonstiges, rot/weiss)",961,708,975,721
7477.png,1920,1080,"(Sonstiges, blau)",962,722,975,734
7477.png,1920,1080,"(Sonstiges, rot/weiss)",808,730,821,748
7477.png,1920,1080,"(Sonstiges, blau)",808,719,822,730
7478.png,1920,1080,Ortseingangsschild,1140,680,1166,699
7479.png,1920,1080,Vorfahrt,821,515,871,566
7479.png,1920,1080,"(Sonstiges, rot/weiss)",1535,581,1593,627
7479.png,1920,1080,"(Sonstiges, gelb)",518,654,552,694
7480.png,1280,720,Vorfahrt,803,261,848,302
7480.png,1280,720,"(Sonstiges, gelb)",708,319,734,355
7480.png,1280,720,"(Sonstiges, weiss)",708,304,734,316
7480.png,1280,720,"(Sonstiges, gelb)",667,324,695,335
7480.png,1280,720,"(Sonstiges, gelb)",668,312,694,324
7481.png,1280,720,"(Sonstiges, gelb)",684,248,768,281
7481.png,1280,720,"(Sonstiges, gelb)",687,282,771,330
7481.png,1280,720,"(Sonstiges, braun)",690,327,773,349
7481.png,1280,720,Vorfahrt,653,387,663,397
7482.png,1280,720,"(Sonstiges, rot/blau)",687,265,721,300
7482.png,1280,720,Gefahrenzeichen,561,323,573,335
7483.png,1920,1080,"(Sonstiges, gelb)",966,489,1100,584
7485.png,1280,720,"Autobahn, Ende",756,316,797,355
7487.png,1920,1080,Vorfahrt,1356,347,1410,400
7487.png,1920,1080,Vorfahrt,308,429,358,471
7487.png,1920,1080,"(Sonstiges, gelb)",1352,294,1403,343
7487.png,1920,1080,"(Sonstiges, blau)",1776,266,1832,324
7487.png,1920,1080,"(Sonstiges, rot/blau)",1654,227,1717,287
7487.png,1920,1080,"(Sonstiges, rot/blau)",1628,295,1690,355
7487.png,1920,1080,"(Sonstiges, rot/blau)",1694,280,1771,340
7487.png,1920,1080,Zusatzschild,1619,359,1689,402
7487.png,1920,1080,Zusatzschild,1622,406,1690,450
7487.png,1920,1080,Zusatzschild,1696,347,1769,395
7487.png,1920,1080,Zusatzschild,1770,319,1860,386
7488.png,1920,1080,Gefahrenzeichen,777,661,799,684
7488.png,1920,1080,"(Sonstiges, weiss)",781,683,793,712
7489.png,1920,1080,"50 km/h, Beginn - Hoechstgeschwindigkeit",1322,427,1397,497
7490.png,1920,1080,Ende saemtlicher Streckenverbote,1127,619,1148,643
7491.png,1280,720,Doppelkurve (zunaechst rechts),721,294,753,322
7492.png,1920,1080,"(Sonstiges, gelb)",1169,432,1290,507
7493.png,1920,1080,"(Sonstiges, gelb)",1502,340,1774,475
7493.png,1920,1080,"(Sonstiges, blau)",1506,266,1556,344
7493.png,1920,1080,Vorfahrt,1166,476,1208,512
7494.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",1187,543,1216,570
7495.png,1280,720,"(Sonstiges, gelb)",673,333,722,386
7495.png,1280,720,"(Sonstiges, gelb)",610,392,625,399
7496.png,1280,720,"(Sonstiges, blau)",630,384,689,402
7497.png,1280,720,"(Sonstiges, blau)",584,359,620,382
7497.png,1280,720,"(Sonstiges, blau)",638,382,650,406
7498.png,1280,720,Kurve (links),711,307,740,331
7499.png,1920,1080,"(Sonstiges, gelb)",1712,185,1801,295
7499.png,1920,1080,Vorfahrt,1739,298,1813,394
7500.png,1920,1080,Vorfahrt,992,660,1016,684
7501.png,1280,720,Vorfahrt,960,81,1031,151
7501.png,1280,720,"(Sonstiges, gelb)",744,276,791,308
7503.png,1920,1080,"(Sonstiges, gelb)",1056,549,1149,625
7503.png,1920,1080,"(Sonstiges, rot/weiss)",1022,621,1035,632
7503.png,1920,1080,"(Sonstiges, blau)",1025,632,1036,640
7504.png,1920,1080,"(Sonstiges, rot/blau)",1317,495,1340,518
7504.png,1920,1080,Zusatzschild,1317,517,1341,532
7504.png,1920,1080,Zusatzschild,1317,533,1342,546
7505.png,1920,1080,Vorfahrt,102,186,221,294
7505.png,1920,1080,"(Sonstiges, blau)",702,585,724,604
7506.png,1920,1080,Vorfahrt,1474,458,1576,559
7507.png,1920,1080,Vorfahrt,1240,411,1301,469
7507.png,1920,1080,"(Sonstiges, blau)",976,521,998,554
7508.png,1280,720,"(Sonstiges, gelb)",862,218,990,347
7508.png,1280,720,"(Sonstiges, gruen)",778,347,834,357
7508.png,1280,720,"(Sonstiges, gruen)",779,355,836,364
7508.png,1280,720,"(Sonstiges, gruen)",780,364,836,371
7509.png,1920,1080,"(Sonstiges, blau)",1326,547,1366,607
7509.png,1920,1080,Gefahrenzeichen,817,598,838,619
7510.png,1280,720,"(Sonstiges, blau)",628,400,652,409
7511.png,1920,1080,"(Sonstiges, weiss)",1296,527,1368,608
7512.png,1280,720,"(Sonstiges, braun)",989,297,1087,329
7513.png,1920,1080,"60 km/h, Beginn - Hoechstgeschwindigkeit",1736,221,1920,400
7514.png,1920,1080,"30er-Zone, Ende",379,689,421,727
7515.png,1920,1080,"(Sonstiges, rot/weiss)",549,616,694,674
7515.png,1920,1080,"(Sonstiges, braun)",1640,603,1766,631
7515.png,1920,1080,"(Sonstiges, gelb)",1639,631,1760,665
7515.png,1920,1080,"(Sonstiges, gelb)",1640,663,1763,701
7516.png,1920,1080,"70 km/h, Ende - Hoechstgeschwindigkeit",1155,555,1196,600
